Accession,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
FJ373298,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1650/2007,10690,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Le,P.T., Duong,K.H., Nguyen,T.T.H., Hoang,L.T., Simmons,C.P., Lander,E., Galagan,J., Nusbaum,C., Birren,B.",2007,2008-11-01,ssRNA(+)
FJ373299,Dengue virus type 2,Orthoflavivirus denguei,,DENV-2/VN/BID-V1699/2007,10678,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Le,P.T., Duong,K.H., Nguyen,T.T.H., Hoang,L.T., Simmons,C.P., Lander,E., Galagan,J., Nusbaum,C., Birren,B.",2007,2008-11-01,ssRNA(+)
FJ373305,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1500/2006,10690,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2006,2008-11-01,ssRNA(+)
FJ390381,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1652/2007,10690,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Le,P.T., Duong,K.H., Nguyen,T.T.H., Hoang,L.T., Simmons,C.P., Lander,E., Galagan,J., Nusbaum,C., Birren,B.",2007,2008-11-01,ssRNA(+)
FJ390382,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1656/2007,10690,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Le,P.T., Duong,K.H., Nguyen,T.T.H., Hoang,L.T., Simmons,C.P., Lander,E., Galagan,J., Nusbaum,C., Birren,B.",2007,2008-11-01,ssRNA(+)
FJ390383,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1659/2007,10713,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Le,P.T., Duong,K.H., Nguyen,T.T.H., Hoang,L.T., Simmons,C.P., Lander,E., Galagan,J., Nusbaum,C., Birren,B.",2007,2008-11-01,ssRNA(+)
FJ390384,Dengue virus type 2,Orthoflavivirus denguei,,DENV-2/VN/BID-V1679/2007,10678,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Le,P.T., Duong,K.H., Nguyen,T.T.H., Hoang,L.T., Simmons,C.P., Lander,E., Galagan,J., Nusbaum,C., Birren,B.",2007,2008-11-01,ssRNA(+)
FJ390385,Dengue virus type 2,Orthoflavivirus denguei,,DENV-2/VN/BID-V1684/2007,10678,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Le,P.T., Duong,K.H., Nguyen,T.T.H., Hoang,L.T., Simmons,C.P., Lander,E., Galagan,J., Nusbaum,C., Birren,B.",2007,2008-11-01,ssRNA(+)
FJ390386,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1686/2007,10690,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Le,P.T., Duong,K.H., Nguyen,T.T.H., Hoang,L.T., Simmons,C.P., Lander,E., Galagan,J., Nusbaum,C., Birren,B.",2007,2008-11-01,ssRNA(+)
FJ390387,Dengue virus type 2,Orthoflavivirus denguei,,DENV-2/VN/BID-V1696/2007,10668,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Le,P.T., Duong,K.H., Nguyen,T.T.H., Hoang,L.T., Simmons,C.P., Lander,E., Galagan,J., Nusbaum,C., Birren,B.",2007,2008-11-01,ssRNA(+)
FJ390388,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1702/2007,10690,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Le,P.T., Duong,K.H., Nguyen,T.T.H., Hoang,L.T., Simmons,C.P., Lander,E., Galagan,J., Nusbaum,C., Birren,B.",2007,2008-11-01,ssRNA(+)
FJ410191,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1768/2008,10674,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008,2008-11-01,ssRNA(+)
FJ410192,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1772/2008,10658,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008,2008-11-01,ssRNA(+)
FJ410193,Dengue virus type 2,Orthoflavivirus denguei,,DENV-2/VN/BID-V1773/2007,10666,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2008-11-01,ssRNA(+)
FJ410194,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1774/2007,10681,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2008-11-01,ssRNA(+)
FJ410195,Dengue virus type 2,Orthoflavivirus denguei,,DENV-2/VN/BID-V1776/2007,10678,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Koehrsen,M., Jaffe,D., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2008-11-01,ssRNA(+)
FJ410196,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1789/2007,10689,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2008-11-01,ssRNA(+)
FJ410197,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1791/2007,10683,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2008-11-01,ssRNA(+)
FJ410198,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1797/2007,10675,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2008-11-01,ssRNA(+)
FJ410199,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1799/2007,10676,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2008-11-01,ssRNA(+)
FJ410200,Dengue virus type 2,Orthoflavivirus denguei,,DENV-2/VN/BID-V1801/2007,10673,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2008-11-01,ssRNA(+)
FJ410201,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1806/2007,10674,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2008-11-01,ssRNA(+)
FJ410202,Dengue virus type 2,Orthoflavivirus denguei,,DENV-2/VN/BID-V1807/2007,10668,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2008-11-01,ssRNA(+)
FJ410203,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1808/2007,10686,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2008-11-01,ssRNA(+)
FJ410204,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1809/2007,10671,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2008-11-01,ssRNA(+)
FJ410205,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1812/2007,10676,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2008-11-01,ssRNA(+)
FJ410206,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1813/2007,10694,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2008-11-01,ssRNA(+)
FJ410207,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1814/2007,10683,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2008-11-01,ssRNA(+)
FJ410208,Dengue virus type 2,Orthoflavivirus denguei,,DENV-2/VN/BID-V1818/2007,10674,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2008-11-01,ssRNA(+)
